planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity
Kepler-296 Ab,Confirmed,10.864384,0.079,Kepler-296 A,10.81796395,3544.33,172.3,1.195046974
Kepler-296 Ac,Confirmed,5.8416366,0.0521,Kepler-296 A,10.81796395,3544.33,172.3,1.195046974
Kepler-296 Ad,Confirmed,19.850291,0.118,Kepler-296 A,10.81796395,3544.33,172.3,1.195046974
Kepler-296 Ae,Confirmed,34.14211,0.169,Kepler-296 A,10.81796395,3544.33,172.3,1.195046974
Kepler-296 Af,Confirmed,63.33627,0.255,Kepler-296 A,10.81796395,3544.33,172.3,1.195046974
Kepler-297 b,Confirmed,38.871826,0.217,Kepler-297,10.81796395,5619,706.21,20.0762293
Kepler-297 c,Confirmed,74.920137,0.336,Kepler-297,10.81796395,5619,706.21,20.0762293
Kepler-298 b,Confirmed,10.475464,0.08,Kepler-298,10.81796395,4465,525.98,11.13660672
Kepler-298 c,Confirmed,22.92881,0.136,Kepler-298,10.81796395,4465,525.98,11.13660672
Kepler-298 d,Confirmed,77.473633,0.305,Kepler-298,10.81796395,4465,525.98,11.13660672
Kepler-299 b,Confirmed,2.927128,0.04,Kepler-299,10.81796395,5617,1084.89,47.37899386
Kepler-299 c,Confirmed,6.885875,0.07,Kepler-299,10.81796395,5617,1084.89,47.37899386
Kepler-299 d,Confirmed,15.054786,0.118,Kepler-299,10.81796395,5617,1084.89,47.37899386
Kepler-299 e,Confirmed,38.285489,0.22,Kepler-299,10.81796395,5617,1084.89,47.37899386
Kepler-29 b,Confirmed,10.33974,0.09,Kepler-29,15.5,5378,851.9,0.391540992
Kepler-29 c,Confirmed,13.28613,0.11,Kepler-29,15.5,5378,851.9,0.391540992
Kepler-300 b,Confirmed,10.446347,0.094,Kepler-300,10.81796395,5986,1134.23,51.78651449
Kepler-300 c,Confirmed,40.714955,0.232,Kepler-300,10.81796395,5986,1134.23,51.78651449
Kepler-301 b,Confirmed,2.508553,0.036,Kepler-301,10.81796395,5815,734.31,21.70567553
Kepler-301 c,Confirmed,5.419026,0.06,Kepler-301,10.81796395,5815,734.31,21.70567553
Kepler-301 d,Confirmed,13.751243,0.112,Kepler-301,10.81796395,5815,734.31,21.70567553
Kepler-302 b,Confirmed,30.184104,0.193,Kepler-302,10.81796395,5740,1459.64,85.76417891
Kepler-302 c,Confirmed,127.282184,0.503,Kepler-302,10.81796395,5740,1459.64,85.76417891
Kepler-303 b,Confirmed,1.937055,0.024,Kepler-303,10.81796395,3944,211.01,1.79234041
Kepler-303 c,Confirmed,7.061149,0.057,Kepler-303,10.81796395,3944,211.01,1.79234041
Kepler-304 b,Confirmed,3.295709,0.039,Kepler-304,10.81796395,4731,440.12,7.797522384
Kepler-304 c,Confirmed,5.315946,0.054,Kepler-304,10.81796395,4731,440.12,7.797522384
Kepler-304 d,Confirmed,9.653471,0.08,Kepler-304,10.81796395,4731,440.12,7.797522384
Kepler-304 e,Confirmed,1.49914695,23.20727704,Kepler-304,10.81796395,4731,440.12,7.797522384
Kepler-305 b,Confirmed,5.487,0.05856,Kepler-305,15.8,5100,889.64,0.323913167
Kepler-305 c,Confirmed,8.291,0.07711,Kepler-305,15.8,5100,889.64,0.323913167
Kepler-305 d,Confirmed,16.738661,0.121,Kepler-305,15.8,5100,889.64,0.323913167
Kepler-305 e,Confirmed,3.20538,23.20727704,Kepler-305,15.8,5100,889.64,0.323913167
Kepler-306 b,Confirmed,4.646186,0.05,Kepler-306,10.81796395,4954,793,25.31400119
Kepler-306 c,Confirmed,7.240193,0.067,Kepler-306,10.81796395,4954,793,25.31400119
Kepler-306 d,Confirmed,17.326644,0.12,Kepler-306,10.81796395,4954,793,25.31400119
Kepler-306 e,Confirmed,44.840975,0.227,Kepler-306,10.81796395,4954,793,25.31400119
Kepler-307 b,Confirmed,10.4208,23.20727704,Kepler-307,14.1,5367,585.27,0.67098456
Kepler-307 c,Confirmed,13.0729,23.20727704,Kepler-307,14.1,5367,585.27,0.67098456
Kepler-308 b,Confirmed,9.694928,0.09,Kepler-308,10.81796395,5895,1384.3,77.13915183
Kepler-308 c,Confirmed,15.38231,0.123,Kepler-308,10.81796395,5895,1384.3,77.13915183
Kepler-309 b,Confirmed,5.923653,0.059,Kepler-309,10.81796395,4713,553.2,12.31909387
Kepler-309 c,Confirmed,105.356383,0.401,Kepler-309,10.81796395,4713,553.2,12.31909387
Kepler-30 b,Confirmed,29.33434,0.18,Kepler-30,15.5,5498,938.33,0.475019243
Kepler-30 c,Confirmed,60.323105,0.3,Kepler-30,15.5,5498,938.33,0.475019243
Kepler-30 d,Confirmed,143.34394,0.5,Kepler-30,15.5,5498,938.33,0.475019243
Kepler-310 b,Confirmed,13.930698,0.111,Kepler-310,10.81796395,5797,612.87,15.1199776
Kepler-310 c,Confirmed,56.47542,0.281,Kepler-310,10.81796395,5797,612.87,15.1199776
Kepler-310 d,Confirmed,92.876125,0.392,Kepler-310,10.81796395,5797,612.87,15.1199776
Kepler-311 b,Confirmed,9.176092,0.087,Kepler-311,10.81796395,5905,796.53,25.53987083
Kepler-311 c,Confirmed,19.738286,0.145,Kepler-311,10.81796395,5905,796.53,25.53987083
Kepler-312 b,Confirmed,1.772419,0.031,Kepler-312,10.81796395,6115,816.22,26.81815434
Kepler-312 c,Confirmed,19.747412,0.153,Kepler-312,10.81796395,6115,816.22,26.81815434
Kepler-313 b,Confirmed,14.970418,0.125,Kepler-313,10.81796395,5727,1079.4,46.90069183
Kepler-313 c,Confirmed,32.273273,0.208,Kepler-313,10.81796395,5727,1079.4,46.90069183
Kepler-314 b,Confirmed,2.461069,0.035,Kepler-314,10.81796395,5378,270.97,2.95567613
Kepler-314 c,Confirmed,5.960392,0.064,Kepler-314,10.81796395,5378,270.97,2.95567613
Kepler-315 b,Confirmed,96.101141,0.402,Kepler-315,10.81796395,5796,1199.5,57.91818265
Kepler-315 c,Confirmed,265.469335,0.791,Kepler-315,10.81796395,5796,1199.5,57.91818265
Kepler-316 b,Confirmed,2.240508,0.027,Kepler-316,10.81796395,4204,389.22,6.098242891
Kepler-316 c,Confirmed,6.827766,0.058,Kepler-316,10.81796395,4204,389.22,6.098242891
Kepler-317 b,Confirmed,5.524242,0.061,Kepler-317,10.81796395,5497,965.85,37.55206205
Kepler-317 c,Confirmed,8.77501,0.083,Kepler-317,10.81796395,5497,965.85,37.55206205
Kepler-318 b,Confirmed,4.662715,0.056,Kepler-318,10.81796395,5746,496.14,9.908842062
Kepler-318 c,Confirmed,11.815007,0.105,Kepler-318,10.81796395,5746,496.14,9.908842062
Kepler-319 b,Confirmed,4.362705,0.051,Kepler-319,10.81796395,5526,510.83,10.50430228
Kepler-319 c,Confirmed,6.941357,0.069,Kepler-319,10.81796395,5526,510.83,10.50430228
Kepler-319 d,Confirmed,31.781925,0.191,Kepler-319,10.81796395,5526,510.83,10.50430228
Kepler-31 b,Confirmed,20.8613,0.16,Kepler-31,15.5,6340,1747.58,1.647684786
Kepler-31 c,Confirmed,42.6318,0.26,Kepler-31,15.5,6340,1747.58,1.647684786
Kepler-31 d,Confirmed,87.6451,0.4,Kepler-31,15.5,6340,1747.58,1.647684786
Kepler-320 b,Confirmed,8.371554,0.085,Kepler-320,10.81796395,6435,846.74,28.86121262
Kepler-320 c,Confirmed,17.934937,0.142,Kepler-320,10.81796395,6435,846.74,28.86121262
Kepler-321 b,Confirmed,4.915379,0.057,Kepler-321,10.81796395,5740,388.83,6.086028086
Kepler-321 c,Confirmed,13.093921,0.11,Kepler-321,10.81796395,5740,388.83,6.086028086
Kepler-322 b,Confirmed,1.653888,0.027,Kepler-322,10.81796395,5388,405.16,6.607962147
Kepler-322 c,Confirmed,4.337234,0.051,Kepler-322,10.81796395,5388,405.16,6.607962147
Kepler-323 b,Confirmed,1.678327,0.028,Kepler-323,10.81796395,5987,460.8,8.547504978
Kepler-323 c,Confirmed,3.553822,0.046,Kepler-323,10.81796395,5987,460.8,8.547504978
Kepler-324 b,Confirmed,4.385315,0.05,Kepler-324,10.81796395,5194,508.94,10.42671715
Kepler-324 c,Confirmed,51.805612,0.26,Kepler-324,10.81796395,5194,508.94,10.42671715
Kepler-324 d,Confirmed,34.169,0.1949,Kepler-324,10.81796395,5194,508.94,10.42671715
Kepler-324 e,Confirmed,13.97939968,0.1074,Kepler-324,10.81796395,5194,508.94,10.42671715
Kepler-325 b,Confirmed,4.544439,0.053,Kepler-325,10.81796395,5752,843.12,28.61496405
Kepler-325 c,Confirmed,12.762172,0.105,Kepler-325,10.81796395,5752,843.12,28.61496405
Kepler-325 d,Confirmed,38.715185,0.22,Kepler-325,10.81796395,5752,843.12,28.61496405
Kepler-326 b,Confirmed,2.248329,0.032,Kepler-326,10.81796395,5105,494.3,9.835481877
Kepler-326 c,Confirmed,4.580358,0.051,Kepler-326,10.81796395,5105,494.3,9.835481877
Kepler-326 d,Confirmed,6.766888,0.066,Kepler-326,10.81796395,5105,494.3,9.835481877
Kepler-327 b,Confirmed,2.549575,0.029,Kepler-327,10.81796395,3799,243.68,2.390309808
Kepler-327 c,Confirmed,5.212333,0.047,Kepler-327,10.81796395,3799,243.68,2.390309808
Kepler-327 d,Confirmed,13.969457,0.09,Kepler-327,10.81796395,3799,243.68,2.390309808
Kepler-328 b,Confirmed,34.921,23.20727704,Kepler-328,10.81796395,5914,2354.42,223.1425019
Kepler-328 c,Confirmed,71.312,23.20727704,Kepler-328,10.81796395,5914,2354.42,223.1425019
Kepler-329 b,Confirmed,7.416397,0.061,Kepler-329,10.81796395,4257,445.2,7.978563997
Kepler-329 c,Confirmed,18.684737,0.113,Kepler-329,10.81796395,4257,445.2,7.978563997
Kepler-32 b,Confirmed,5.90124,0.05,Kepler-32,16,3900,326.85,0.036366121
Kepler-32 c,Confirmed,8.7522,0.09,Kepler-32,16,3900,326.85,0.036366121
Kepler-32 d,Confirmed,22.7802,0.13,Kepler-32,16,3900,326.85,0.036366121
Kepler-32 e,Confirmed,2.896,0.033,Kepler-32,16,3900,326.85,0.036366121
Kepler-32 f,Confirmed,0.74296,0.013,Kepler-32,16,3900,326.85,0.036366121
Kepler-330 b,Confirmed,8.25978,0.075,Kepler-330,10.81796395,5117,732.46,21.59644397
Kepler-330 c,Confirmed,15.955387,0.116,Kepler-330,10.81796395,5117,732.46,21.59644397
Kepler-331 b,Confirmed,8.457496,0.065,Kepler-331,10.81796395,4347,589.63,13.99502136
Kepler-331 c,Confirmed,17.28111,0.105,Kepler-331,10.81796395,4347,589.63,13.99502136
Kepler-331 d,Confirmed,32.134328,0.159,Kepler-331,10.81796395,4347,589.63,13.99502136
Kepler-332 b,Confirmed,7.626324,0.07,Kepler-332,10.81796395,4955,347.65,4.865179734
Kepler-332 c,Confirmed,15.995622,0.114,Kepler-332,10.81796395,4955,347.65,4.865179734
Kepler-332 d,Confirmed,34.21154,0.189,Kepler-332,10.81796395,4955,347.65,4.865179734
Kepler-333 Ab,Confirmed,12.55111099,0.0896,Kepler-333 A,15.18,4470.56,324.413,0.076242389
Kepler-333 Ac,Confirmed,24.0884178,0.1384,Kepler-333 A,15.18,4470.56,324.413,0.076242389
Kepler-334 b,Confirmed,5.470319,0.061,Kepler-334,10.81796395,5828,431.86,7.507587152
Kepler-334 c,Confirmed,12.758005,0.107,Kepler-334,10.81796395,5828,431.86,7.507587152
Kepler-334 d,Confirmed,25.09849,0.168,Kepler-334,10.81796395,5828,431.86,7.507587152
Kepler-335 b,Confirmed,6.562331,0.075,Kepler-335,10.81796395,5877,1327.48,70.93660426
Kepler-335 c,Confirmed,67.844469,0.356,Kepler-335,10.81796395,5877,1327.48,70.93660426
Kepler-336 b,Confirmed,2.024823,0.033,Kepler-336,10.81796395,5867,2331.54,218.8266253
Kepler-336 c,Confirmed,9.600001,0.092,Kepler-336,10.81796395,5867,2331.54,218.8266253
Kepler-336 d,Confirmed,20.678772,0.154,Kepler-336,10.81796395,5867,2331.54,218.8266253
Kepler-337 b,Confirmed,3.292781,0.045,Kepler-337,10.81796395,5684,691.41,19.24357402
Kepler-337 c,Confirmed,9.693201,0.093,Kepler-337,10.81796395,5684,691.41,19.24357402
Kepler-338 b,Confirmed,13.726976,0.117,Kepler-338,10.81796395,5923,561.69,12.70011945
Kepler-338 c,Confirmed,24.310856,0.172,Kepler-338,10.81796395,5923,561.69,12.70011945
Kepler-338 d,Confirmed,44.431014,0.257,Kepler-338,10.81796395,5923,561.69,12.70011945
Kepler-338 e,Confirmed,9.341,23.20727704,Kepler-338,10.81796395,5923,561.69,12.70011945
Kepler-339 b,Confirmed,4.977656,0.055,Kepler-339,10.81796395,5631,627.67,15.85904988
Kepler-339 c,Confirmed,6.988055,0.069,Kepler-339,10.81796395,5631,627.67,15.85904988
Kepler-339 d,Confirmed,10.558345,0.091,Kepler-339,10.81796395,5631,627.67,15.85904988
Kepler-33 b,Confirmed,5.66793,0.0677,Kepler-33,14,5904,1252.84,3.371252036
Kepler-33 c,Confirmed,13.17562,0.1189,Kepler-33,14,5904,1252.84,3.371252036
Kepler-33 d,Confirmed,21.77596,0.1662,Kepler-33,14,5904,1252.84,3.371252036
Kepler-33 e,Confirmed,31.7844,0.2138,Kepler-33,14,5904,1252.84,3.371252036
Kepler-33 f,Confirmed,41.02902,0.2535,Kepler-33,14,5904,1252.84,3.371252036
Kepler-340 b,Confirmed,14.844387,0.134,Kepler-340,10.81796395,6620,827.41,27.55852393
Kepler-340 c,Confirmed,22.824669,0.178,Kepler-340,10.81796395,6620,827.41,27.55852393
Kepler-341 b,Confirmed,5.195528,0.06,Kepler-341,10.81796395,6012,1079.46,46.90590606
Kepler-341 c,Confirmed,8.01041,0.08,Kepler-341,10.81796395,6012,1079.46,46.90590606
Kepler-341 d,Confirmed,27.666313,0.182,Kepler-341,10.81796395,6012,1079.46,46.90590606
Kepler-341 e,Confirmed,42.473269,0.242,Kepler-341,10.81796395,6012,1079.46,46.90590606
Kepler-342 b,Confirmed,15.170318,0.128,Kepler-342,10.81796395,6175,799.59,25.73647892
Kepler-342 c,Confirmed,26.234138,0.185,Kepler-342,10.81796395,6175,799.59,25.73647892
Kepler-342 d,Confirmed,39.459357,0.242,Kepler-342,10.81796395,6175,799.59,25.73647892
Kepler-342 e,Confirmed,1.64422461,23.20727704,Kepler-342,10.81796395,6175,799.59,25.73647892
Kepler-343 b,Confirmed,8.96855,0.088,Kepler-343,10.81796395,5807,952.34,36.50887691
Kepler-343 c,Confirmed,23.22182,0.167,Kepler-343,10.81796395,5807,952.34,36.50887691
Kepler-344 b,Confirmed,21.963945,0.153,Kepler-344,10.81796395,5774,1032.08,42.8786542
Kepler-344 c,Confirmed,125.596809,0.488,Kepler-344,10.81796395,5774,1032.08,42.8786542
Kepler-345 b,Confirmed,7.415563,0.066,Kepler-345,10.81796395,4504,362.46,5.288525391
Kepler-345 c,Confirmed,9.387427,0.077,Kepler-345,10.81796395,4504,362.46,5.288525391
Kepler-346 b,Confirmed,6.511127,0.071,Kepler-346,10.81796395,6033,1012.42,41.26062986
Kepler-346 c,Confirmed,23.851549,0.168,Kepler-346,10.81796395,6033,1012.42,41.26062986
Kepler-347 b,Confirmed,12.79836,0.11,Kepler-347,10.81796395,6088,1349.45,73.30405795
Kepler-347 c,Confirmed,27.320871,0.183,Kepler-347,10.81796395,6088,1349.45,73.30405795
Kepler-348 b,Confirmed,7.05677,0.076,Kepler-348,10.81796395,6177,580.2,13.55095398
Kepler-348 c,Confirmed,17.265427,0.138,Kepler-348,10.81796395,6177,580.2,13.55095398
Kepler-349 b,Confirmed,5.929778,0.065,Kepler-349,10.81796395,5956,966.63,37.61273904
Kepler-349 c,Confirmed,12.247629,0.105,Kepler-349,10.81796395,5956,966.63,37.61273904
Kepler-350 b,Confirmed,11.189562,0.104,Kepler-350,13.8,6186,983.79,2.499221841
Kepler-350 c,Confirmed,17.849,23.20727704,Kepler-350,13.8,6186,983.79,2.499221841
Kepler-350 d,Confirmed,26.136,23.20727704,Kepler-350,13.8,6186,983.79,2.499221841
Kepler-351 b,Confirmed,37.054919,0.214,Kepler-351,10.81796395,5643,1117.85,50.30156346
Kepler-351 c,Confirmed,57.24809,0.287,Kepler-351,10.81796395,5643,1117.85,50.30156346
Kepler-351 d,Confirmed,142.544247,23.20727704,Kepler-351,10.81796395,5643,1117.85,50.30156346
Kepler-352 b,Confirmed,10.05537,0.085,Kepler-352,13.142,5262,252.733,0.3023597
Kepler-352 c,Confirmed,16.332995,0.118,Kepler-352,13.142,5262,252.733,0.3023597
Kepler-352 d,Confirmed,6.887279987,0.0657,Kepler-352,13.142,5262,252.733,0.3023597
Kepler-353 Ab,Confirmed,5.79529495,0.0519,Kepler-353 A,16.1,3915,384.694,0.045944214
Kepler-353 Ac,Confirmed,8.41100305,0.0665,Kepler-353 A,16.1,3915,384.694,0.045944214
Kepler-354 b,Confirmed,5.47666,0.054,Kepler-354,10.81796395,4648,562.96,12.75761517
Kepler-354 c,Confirmed,16.934402,0.115,Kepler-354,10.81796395,4648,562.96,12.75761517
Kepler-354 d,Confirmed,24.209842,0.146,Kepler-354,10.81796395,4648,562.96,12.75761517
Kepler-355 b,Confirmed,11.03189,0.102,Kepler-355,10.81796395,6184,1493.7,89.81340953
Kepler-355 c,Confirmed,25.762294,0.179,Kepler-355,10.81796395,6184,1493.7,89.81340953
Kepler-356 b,Confirmed,4.612696,0.057,Kepler-356,10.81796395,6133,722.14,20.99216469
Kepler-356 c,Confirmed,13.121632,0.115,Kepler-356,10.81796395,6133,722.14,20.99216469
Kepler-357 b,Confirmed,6.475434,0.063,Kepler-357,10.81796395,5036,702.21,19.84944834
Kepler-357 c,Confirmed,16.85837,0.12,Kepler-357,10.81796395,5036,702.21,19.84944834
Kepler-357 d,Confirmed,49.499875,0.246,Kepler-357,10.81796395,5036,702.21,19.84944834
Kepler-358 b,Confirmed,34.060467,0.21,Kepler-358,10.81796395,5908,1136.1,51.95741565
Kepler-358 c,Confirmed,83.488369,0.381,Kepler-358,10.81796395,5908,1136.1,51.95741565
Kepler-359 b,Confirmed,25.563222,0.178,Kepler-359,10.81796395,6248,1502.22,90.84091521
Kepler-359 c,Confirmed,57.68802,0.307,Kepler-359,10.81796395,6248,1502.22,90.84091521
Kepler-359 d,Confirmed,77.095691,0.372,Kepler-359,10.81796395,6248,1502.22,90.84091521
Kepler-360 b,Confirmed,3.289672,0.044,Kepler-360,10.81796395,6053,898.61,32.50550489
Kepler-360 c,Confirmed,7.186434,0.075,Kepler-360,10.81796395,6053,898.61,32.50550489
Kepler-361 b,Confirmed,8.486616,0.086,Kepler-361,10.81796395,6169,955.76,36.77156577
Kepler-361 c,Confirmed,55.188023,0.3,Kepler-361,10.81796395,6169,955.76,36.77156577
Kepler-362 b,Confirmed,10.327186,0.087,Kepler-362,10.81796395,5788,1123.91,50.84842346
Kepler-362 c,Confirmed,37.866281,0.207,Kepler-362,10.81796395,5788,1123.91,50.84842346
Kepler-363 b,Confirmed,3.614568,0.048,Kepler-363,10.81796395,5593,779.76,24.47576798
Kepler-363 c,Confirmed,7.542427,0.079,Kepler-363,10.81796395,5593,779.76,24.47576798
Kepler-363 d,Confirmed,11.932125,0.107,Kepler-363,10.81796395,5593,779.76,24.47576798
Kepler-364 b,Confirmed,25.745718,0.178,Kepler-364,10.81796395,6108,915.02,33.70354592
Kepler-364 c,Confirmed,59.980627,0.312,Kepler-364,10.81796395,6108,915.02,33.70354592
Kepler-365 b,Confirmed,10.664903,0.098,Kepler-365,10.81796395,6012,950,36.32968499
Kepler-365 c,Confirmed,17.784129,0.137,Kepler-365,10.81796395,6012,950,36.32968499
Kepler-366 b,Confirmed,3.281959,0.045,Kepler-366,10.81796395,6209,1959.31,154.5328206
Kepler-366 c,Confirmed,12.51616,0.11,Kepler-366,10.81796395,6209,1959.31,154.5328206
Kepler-367 b,Confirmed,37.815724,0.201,Kepler-367,10.81796395,4710,189.05,1.438691855
Kepler-367 c,Confirmed,53.578637,0.253,Kepler-367,10.81796395,4710,189.05,1.438691855
Kepler-368 b,Confirmed,26.84768,0.186,Kepler-368,10.81796395,5502,788.3,25.01482533
Kepler-368 c,Confirmed,72.379334,0.36,Kepler-368,10.81796395,5502,788.3,25.01482533
Kepler-369 b,Confirmed,2.732756,0.03,Kepler-369,10.81796395,3591,260.32,2.727906576
Kepler-369 c,Confirmed,14.871572,0.094,Kepler-369,10.81796395,3591,260.32,2.727906576
Kepler-36 b,Confirmed,13.86825,0.1153,Kepler-36,12,5979,470,2.993613412
Kepler-36 c,Confirmed,16.21865,0.1283,Kepler-36,12,5979,470,2.993613412
Kepler-370 b,Confirmed,4.57953,0.054,Kepler-370,10.81796395,5852,1207.64,58.70693411
Kepler-370 c,Confirmed,19.02293,0.14,Kepler-370,10.81796395,5852,1207.64,58.70693411
Kepler-371 b,Confirmed,34.763278,0.2,Kepler-371,10.81796395,5666,832.54,27.90131286
Kepler-371 c,Confirmed,67.968015,0.313,Kepler-371,10.81796395,5666,832.54,27.90131286
Kepler-372 b,Confirmed,6.849692,0.075,Kepler-372,10.81796395,6509,1561.17,98.11034793
Kepler-372 c,Confirmed,20.053763,0.154,Kepler-372,10.81796395,6509,1561.17,98.11034793
Kepler-372 d,Confirmed,30.092568,0.201,Kepler-372,10.81796395,6509,1561.17,98.11034793
Kepler-373 b,Confirmed,5.535309,0.06,Kepler-373,10.81796395,5787,1125.74,51.01414558
Kepler-373 c,Confirmed,16.725948,0.126,Kepler-373,10.81796395,5787,1125.74,51.01414558
Kepler-374 b,Confirmed,1.897806,0.029,Kepler-374,10.81796395,5977,1312.67,69.36262834
Kepler-374 c,Confirmed,3.282807,0.042,Kepler-374,10.81796395,5977,1312.67,69.36262834
Kepler-374 d,Confirmed,5.028219,0.056,Kepler-374,10.81796395,5977,1312.67,69.36262834
Kepler-375 b,Confirmed,12.125934,0.101,Kepler-375,10.81796395,5826,1283.8,66.34514755
Kepler-375 c,Confirmed,19.986326,0.141,Kepler-375,10.81796395,5826,1283.8,66.34514755
Kepler-376 b,Confirmed,4.920199,0.057,Kepler-376,10.81796395,5900,948.06,36.18145841
Kepler-376 c,Confirmed,14.172327,0.115,Kepler-376,10.81796395,5900,948.06,36.18145841
Kepler-377 b,Confirmed,12.509529,0.109,Kepler-377,10.81796395,5949,843.65,28.65095109
Kepler-377 c,Confirmed,27.014976,0.182,Kepler-377,10.81796395,5949,843.65,28.65095109
Kepler-378 b,Confirmed,16.092361,0.112,Kepler-378,10.81796395,4661,152.77,0.939486576
Kepler-378 c,Confirmed,28.906009,0.166,Kepler-378,10.81796395,4661,152.77,0.939486576
Kepler-379 b,Confirmed,20.09838,0.152,Kepler-379,10.81796395,6054,747,22.46237251
Kepler-379 c,Confirmed,62.784697,0.326,Kepler-379,10.81796395,6054,747,22.46237251
Kepler-37 b,Confirmed,13.36731,0.1003,Kepler-37,10.3,5417,64.04,0.266012869
Kepler-37 c,Confirmed,21.302,0.1368,Kepler-37,10.3,5417,64.04,0.266012869
Kepler-37 d,Confirmed,39.7922,0.2109,Kepler-37,10.3,5417,64.04,0.266012869
Kepler-37 e,Confirmed,51.196,0.25,Kepler-37,10.3,5417,64.04,0.266012869
Kepler-380 b,Confirmed,3.930821,0.05,Kepler-380,10.81796395,6045,833.12,27.94020204
Kepler-380 c,Confirmed,7.630004,0.078,Kepler-380,10.81796395,6045,833.12,27.94020204
Kepler-381 b,Confirmed,5.629021,0.066,Kepler-381,10.81796395,6152,269.39,2.921308095
Kepler-381 c,Confirmed,13.391635,0.117,Kepler-381,10.81796395,6152,269.39,2.921308095
Kepler-381 d,Confirmed,8.256299973,0.085,Kepler-381,10.81796395,6152,269.39,2.921308095
Kepler-382 b,Confirmed,5.262155,0.055,Kepler-382,10.81796395,5600,960.89,37.16736468
Kepler-382 c,Confirmed,12.162701,0.097,Kepler-382,10.81796395,5600,960.89,37.16736468
Kepler-383 b,Confirmed,12.904532,0.095,Kepler-383,10.81796395,4710,470,8.892218741
Kepler-383 c,Confirmed,31.200751,0.172,Kepler-383,10.81796395,4710,470,8.892218741
Kepler-384 b,Confirmed,22.597053,0.148,Kepler-384,10.81796395,5577,919.44,34.02994201
Kepler-384 c,Confirmed,45.348269,0.236,Kepler-384,10.81796395,5577,919.44,34.02994201
Kepler-385 b,Confirmed,10.04380879,0.097,Kepler-385,10.81796395,6326,1493.94,89.84227336
Kepler-385 c,Confirmed,15.16213142,23.20727704,Kepler-385,10.81796395,6326,1493.94,89.84227336
Kepler-385 d,Confirmed,56.41581418,23.20727704,Kepler-385,10.81796395,6326,1493.94,89.84227336
Kepler-386 b,Confirmed,12.31043,0.096,Kepler-386,10.81796395,5178,904.74,32.95049967
Kepler-386 c,Confirmed,25.193458,0.155,Kepler-386,10.81796395,5178,904.74,32.95049967
Kepler-387 b,Confirmed,6.791636,0.068,Kepler-387,10.81796395,5774,819.95,27.06382409
Kepler-387 c,Confirmed,11.837549,0.098,Kepler-387,10.81796395,5774,819.95,27.06382409
Kepler-388 b,Confirmed,3.173315,0.036,Kepler-388,10.81796395,4498,611.32,15.04359491
Kepler-388 c,Confirmed,13.297004,0.093,Kepler-388,10.81796395,4498,611.32,15.04359491
Kepler-389 b,Confirmed,3.244107,0.041,Kepler-389,10.81796395,5376,835.65,28.11015605
Kepler-389 c,Confirmed,14.51143,0.11,Kepler-389,10.81796395,5376,835.65,28.11015605
Kepler-390 Ab,Confirmed,6.73808701,0.0647,Kepler-390 A,10.81796395,5174.86,435.277,7.626861518
Kepler-390 Ac,Confirmed,13.0600399,0.1006,Kepler-390 A,10.81796395,5174.86,435.277,7.626861518
